file	text	confidence
mly_1472455466855832_000.png	auto-0008b	0.77
mly_1472455466855832_001.png	2023	0.92
mly_1472455466855832_002.png	07-14 17:59.01	0.43
mly_1472455466855832_003.png	038knh	0.60
mly_1472455466855832_004.png	MIC	0.94
mly_1472455466855832_005.png	OFF	0.97
mly_1472455466855832_006.png	BLACKUE   DR750S-ZCHFHD-FHD	0.47
mly_1472480543664757_000.png	emmezeta	1.00
mly_1472480543664757_005.png	MERKURY	1.00
mly_1472480543664757_006.png	emmezeta	1.00
mly_1473256663054638_002.png	50 M	0.53
mly_1473256663054638_003.png	40	1.00
mly_1473256663054638_004.png	VOPDA	0.63
mly_1473792266305980_000.png	MIC OFF /NU	0.63
mly_1474695496221147_000.png	MIC UFF/NU	0.48
mly_1476604936046184_000.png	valolne	0.54
mly_147691360675140_000.png	NIC UFF /NU	0.68
mly_1477646459246255_002.png	2017/02/21	0.85
mly_1478402376200726_001.png	MIC OFF /NU	0.70
mly_1478924992750450_001.png	Tou	0.77
mly_1478924992750450_002.png	Addiko Bc	0.99
mly_1478924992750450_004.png	dm	1.00
mly_1478924992750450_005.png	URAR	1.00
mly_1478924992750450_006.png	dm	1.00
mly_1479846030520487_000.png	ATM	0.78
mly_1480053915665069_002.png	KONZUM	0.87
mly_148029657311455_001.png	175	1.00
mly_148029657311455_002.png	ON	0.58
mly_1481150365989130_000.png	Auto-0088b	0.60
mly_1481150365989130_002.png	07-20	0.78
mly_1481150365989130_003.png	13:56:5?	0.45
mly_1481150365989130_005.png	HIC OFF	0.56
mly_1481231053735544_000.png	A	0.75
mly_1481665942164840_000.png	[	1.00
mly_1481665942164840_001.png	PEGaZ	0.66
mly_1481665942164840_003.png	ACUA	0.41
mly_148340480950434_000.png	053knh	0.63
mly_148340480950434_001.png	MIC	0.89
mly_148354523964289_000.png	Mali ducan	0.63
mly_148354523964289_002.png	VEUKE	0.82
mly_148354523964289_003.png	stvari.	0.77
mly_1483927609748115_000.png	AIM	0.86
mly_1487452022021232_000.png	2023/04/02	1.00
mly_1487452022021232_001.png	14:36:01	1.00
mly_148791573859812_000.png	U	0.69
mly_148791573859812_001.png	UlAZ	0.41
mly_1488120658598525_000.png	Auto-00086	0.64
mly_1488120658598525_003.png	HIC	0.93
mly_1489831012945599_000.png	Paketzy	0.82
mly_149022637531174_000.png	uS	0.70
mly_149238608203563_000.png	Auto-8008b	0.71
mly_149238608203563_002.png	2023	0.97
mly_149238608203563_003.png	087-20	0.41
mly_149238608203563_004.png	17:06 : 54	0.75
mly_149238608203563_005.png	KnVn	0.56
mly_149238608203563_006.png	MIC OFF	0.55
mly_149238608203563_007.png	BLACKUUE DR750S-ZCH FHD-FHD	0.43
mly_1492550171549970_000.png	Auto	0.82
mly_1492550171549970_001.png	8008	0.86
mly_1492550171549970_003.png	031kmh	0.57
mly_1492550171549970_004.png	IC OFF	0.72
mly_1492550171549970_005.png	BLACKUUE	0.93
mly_149341317155507_001.png	STEAK HOUSE	0.61
mly_1493619654840784_000.png	037knh	0.55
mly_1493619654840784_001.png	MIC OFF /NU	0.80
mly_149377173824246_000.png	2	0.85
mly_149377173824246_001.png	A-4	0.80
mly_149377173824246_003.png	BILLY	0.60
mly_149377173824246_004.png	1	0.73
mly_1497598747238510_000.png	ENJOY	0.71
mly_149919977109863_000.png	9	0.75
mly_149919977109863_001.png	Cau	0.44
mly_149919977109863_003.png	backerei	0.49
mly_149919977109863_004.png	IBritamac	0.59
mly_149919977109863_005.png	Opkarnica	0.46
mly_149919977109863_006.png	Pekarnica	0.79
mly_149925560480802_000.png	HIC OFF /NU	0.45
mly_1500155168183573_001.png	M	0.99
mly_1505856341284461_000.png	1	0.48
mly_150590053715162_000.png	MIC OFF /NU	0.71
mly_150614070348453_000.png	20	1.00
mly_150614070348453_001.png	Zag	0.99
mly_150614070348453_002.png	Cer	0.99
mly_150614070348453_005.png	0-27	0.77
mly_1506470450291575_002.png	Telemach.	0.43
mly_150660500308242_000.png	dlpd	0.60
mly_150804490352573_000.png	MIC UFF /NU	0.66
mly_1509815791189515_000.png	Prehrana	0.89
mly_1509815791189515_001.png	P	0.73
mly_1509815791189515_002.png	86	0.88
mly_1511181473966119_001.png	P	0.91
mly_1511181473966119_002.png	PIVNICA	0.97
mly_1512658626209279_000.png	8372	1.00
mly_151293690230208_000.png	6	0.48
mly_151570954618126_000.png	B M	1.00
mly_151570954618126_001.png	1	0.70
mly_151570954618126_002.png	Fashion	0.81
mly_151570954618126_003.png	Dotn	0.46
mly_151570954618126_005.png	Lutrija	0.45
mly_1515834096918579_000.png	Imerkur	0.90
mly_1518288692400190_001.png	MIC OFF /NU	0.53
mly_1518791702395613_000.png	017knh	0.48
mly_1518791702395613_001.png	MIC OFF /NU	0.58
mly_1518791702395613_002.png	BLACKUEDR9BOM-1CHUHD	0.46
mly_1519274662338332_000.png	056kih	0.71
mly_1519274662338332_001.png	MIC OFF /NU	0.58
mly_1519343958871719_000.png	Auto-8u08b	0.42
mly_1519343958871719_003.png	HIC	0.54
mly_1519343958871719_004.png	UFF	0.47
mly_1519343958871719_005.png	BLACRUUE	0.83
mly_1519581541816584_000.png	30	0.85
mly_152038266924312_000.png	2	0.59
mly_152154973580765_001.png	2010/91/20	0.43
mly_1523441938990884_000.png	P	0.95
mly_1523441938990884_002.png	ME	0.99
mly_152632113498399_001.png	Mic	0.41
mly_1527006112325862_000.png	TE	0.86
mly_1527006112325862_001.png	COME	0.72
mly_1527574080967676_000.png	MIC OFF /NU	0.80
mly_1528578097931153_000.png	5	0.65
mly_1529931275130778_000.png	Cotfe	0.43
mly_1530095617943805_001.png	MIC OFF /NU	0.67
mly_1531413174415415_000.png	UI	0.42
mly_153184930104246_000.png	[EVER	0.40
mly_153184930104246_002.png	CaRE	0.44
mly_153184930104246_003.png	[PEOP	0.43
mly_1531854741710710_000.png	M	0.57
mly_153274686758950_002.png	ENMON	0.69
mly_1534025710136694_002.png	VRANAC	1.00
mly_1534351884742732_000.png	0	0.47
mly_1534817621715952_000.png	P	0.99
mly_1534817621715952_001.png	500 m	0.48
mly_1536830828119934_005.png	/ali Marulic	0.52
mly_1540049189531967_000.png	2021	1.00
mly_1540049189531967_003.png	HDR	1.00
mly_154076043266839_000.png	BP il	0.45
mly_154295410688639_000.png	8	0.42
mly_154295410688639_001.png	1	0.89
mly_1543846066182679_001.png	MIC OFF /NU	0.62
mly_1545904015617317_000.png	Woni _	0.43
mly_154606766572045_000.png	MY	0.42
mly_1546550642627100_000.png	Navolne	0.65
mly_1546550642627100_001.png	EKS	0.91
mly_1546550642627100_003.png	MIC OFF /NU	0.77
mly_1548987869361183_000.png	Rok	0.49
mly_154926259923632_002.png	Sava	0.99
mly_154926259923632_005.png	guMa	0.50
mly_1551342345443395_001.png	MIC OFF /NU	0.77
mly_1554422331786507_002.png	MIC OFF /NU	0.78
mly_1556388888645491_000.png	Tra	0.92
mly_1556388888645491_001.png	Autobus	0.82
mly_1556388888645491_002.png	Zeljeznicki kor	0.69
mly_155709353463179_000.png	250	1.00
mly_1558507645762155_001.png	Sustipan	0.97
mly_1558507645762155_003.png	CAREONATEDNATURALMMINERAL Water	0.48
mly_155876879879055_000.png	P	0.97
mly_155876879879055_001.png	2	0.91
mly_1560132828715926_000.png	046knh	0.52
mly_1560132828715926_001.png	MIC OFF /NU	0.58
mly_1560913191712258_000.png	AG	0.50
mly_1563256404274881_000.png	HI	0.44
mly_1564146117119747_000.png	LOUNGE)	0.41
mly_1565479148426502_000.png	PRI	1.00
mly_1565479148426502_001.png	Money	0.99
mly_1565479148426502_002.png	Exchange	0.97
mly_156628413109389_001.png	2010/12/28	0.74
mly_156777649737154_000.png	8	0.64
mly_156911080334926_002.png	Ahg	0.46
mly_156911080334926_004.png	1	0.72
mly_156911080334926_005.png	%	0.40
mly_1569163097958902_001.png	Presides	0.43
mly_156987916271926_000.png	'BPGil	0.48
mly_1570652766879318_000.png	KRVI	0.89
mly_1571883596504599_000.png	P	0.91
mly_1573605383694209_000.png	Uvák uz	0.80
mly_1573605383694209_002.png	130	0.47
mly_1573605383694209_003.png	3 km	0.99
mly_1573605383694209_004.png	20 kn	0.99
mly_1573605383694209_007.png	lebe	0.93
mly_1577443436339396_000.png	ViTAPHARM	0.51
mly_1579356000449929_000.png	4609	1.00
mly_1580121930436884_000.png	3	0.97
mly_1580121930436884_001.png	0	0.81
mly_158137569915759_001.png	RONZUM	0.62
mly_1583251048531344_000.png	UFF /NU	0.55
mly_1583721249119964_002.png	BLACKUE   DR9BBH-1CH UHD	0.43
mly_1585047831695029_001.png	Mucit	0.44
mly_1586474662194470_000.png	0Z6kmh	0.49
mly_1586474662194470_001.png	MIC OFF /NU	0.59
mly_1586474662194470_002.png	BLACKUE DR9BOM-ICHUHD	0.51
mly_1587194385189891_000.png	053kih	0.77
mly_1587194385189891_001.png	MIC OFF /NU	0.72
mly_1587194385189891_002.png	BLACKUE DR9BOM-ICHUHD	0.59
mly_158742986183045_001.png	epo	0.95
mly_158742986183045_004.png	OJILE	0.71
mly_1588048409663568_000.png	L	0.79
mly_1588048409663568_001.png	OFF	0.96
mly_1588048409663568_002.png	Wash , Dry $ Fold	0.41
mly_1588048409663568_003.png	Next day service	0.97
mly_1588048409663568_006.png	DROP	1.00
mly_1588048409663568_007.png	LAUNDRY	0.99
mly_1588048409663568_008.png	POINT	0.61
mly_1588688422188904_001.png	204638	0.97
mly_1589355592150210_000.png	ARMY	1.00
mly_1589355592150210_001.png	Shop	0.53
mly_1589564271809281_000.png	038knh	0.73
mly_1589564271809281_001.png	MIC OFF/NU	0.83
mly_1590741971258540_003.png	SALON	0.55
mly_159091806175686_001.png	MIc	0.71
mly_1591190388288805_000.png	2023/04/08 09:13:08	0.80
mly_159152006222122_001.png	supermarket	0.93
mly_159152006222122_003.png	komerc	1.00
mly_159152006222122_004.png	GENTAR	0.60
mly_159397979442059_000.png	2021	1.00
mly_159397979442059_001.png	05-14 12:15:06	0.79
mly_159397979442059_002.png	Judknh	0.73
mly_159397979442059_003.png	HDR	1.00
mly_1594356184862129_001.png	2	0.99
mly_1596770380516963_000.png	MIC UFF /NU	0.53
mly_1599291396931423_000.png	LR "PALMIA"	0.55
mly_159986579414761_000.png	MIC	0.53
mly_160013266071710_001.png	MIC OFF /NU	0.51
mly_1600760657889702_000.png	0,	0.56
mly_1600997476958313_000.png	2021	1.00
mly_1600997476958313_001.png	05-15 12:27: 10	0.70
mly_1600997476958313_002.png	056kmh	0.71
mly_1600997476958313_003.png	HDR	1.00
mly_160236753242680_000.png	8175	0.52
mly_1602981993425004_000.png	AQUAESTIL	0.93
mly_1603157619880109_000.png	mo	1.00
mly_1603157619880109_001.png	najbolje za gradnju	0.93
mly_1603157619880109_002.png	SECURITAS	0.94
mly_1603328260521600_000.png	033knh	0.58
mly_1603328260521600_001.png	MIC OFF/NU	0.93
mly_160509076026888_000.png	PLINA	0.96
mly_160509076026888_001.png	DA	0.92
mly_160509076026888_003.png	365	0.90
mly_160509076026888_004.png	DANA	0.71
mly_160509076026888_006.png	MIC UFF /NU	0.53
mly_1610410446252413_000.png	P	0.72
mly_1610410446252413_001.png	Pobs	0.46
mly_1610410446252413_002.png	nadonvat	0.46
mly_1610410446252413_006.png	MIC OFF /NU	0.75
mly_161072249269992_000.png	2021-05-11 17:17:19	0.80
mly_161072249269992_001.png	078kmh	0.71
mly_161072249269992_002.png	HDR	1.00
mly_1613886239017810_000.png	KBC Rebro	0.68
mly_1613886239017810_001.png	(STOP	0.63
mly_161442649320106_000.png	MIC OFF /NU	0.66
mly_1615862642649518_001.png	V	0.78
mly_1615862642649518_005.png	0	0.61
mly_1617423859539567_000.png	|	0.44
mly_1617423859539567_003.png	TRIPS -	0.88
mly_1617423859539567_008.png	pearlhr	0.48
mly_1618291442285008_000.png	P	0.90
mly_1618291442285008_002.png	MIC OFF /NU	0.82
mly_161994192473150_001.png	OND	0.92
mly_1620804431456344_001.png	HolidaY	0.46
mly_1621834991347016_000.png	MIC UFF/NU	0.45
mly_1621834991347016_001.png	BLACKUE   DR9BOM-1CHUHD	0.40
mly_162352582375120_000.png	'došli	0.69
mly_162352582375120_003.png	Dobro !	0.58
mly_162352582375120_004.png	Welcorie	0.60
mly_162470305695842_002.png	JOBACCO	0.54
mly_1630180454968299_000.png	PeristikATEDRAL	0.43
mly_1632405490571168_000.png	Auto-0088b	0.53
mly_1632405490571168_003.png	K4ye	0.50
mly_1632405490571168_004.png	2023-87-14 17:50:43	0.73
mly_1632405490571168_005.png	0A0knh	0.42
mly_1632405490571168_007.png	BLACKUUE	0.90
mly_1632405490571168_008.png	DR750S-ZCH FHD-FHD	0.42
mly_1632557253601800_001.png	MIC OFF /NU	0.59
mly_163282422396210_000.png	ZUME	0.62
mly_163282422396210_001.png	KONZUN	0.41
mly_163282849066306_001.png	P	0.99
mly_163765646120498_000.png	UTER	0.55
mly_163765646120498_002.png	satovi	0.91
mly_163799372219903_000.png	PANDORA	0.95
mly_163968642307816_000.png	)DUBRAVICA	0.72
mly_1641204149405973_000.png	Mele	0.50
mly_1641204149405973_003.png	Traje	1.00
mly_1641204149405973_004.png	Ca	0.51
mly_1643809259138113_000.png	MIC UFF /NU	0.49
mly_1645404745848214_000.png	40	1.00
mly_1645404745848214_001.png	P	0.61
mly_1645404745848214_002.png	ALA	0.59
mly_1645430479395999_000.png	Karlovacko	0.95
mly_1645881352970870_000.png	Addiko Bank	0.45
mly_164643582262760_000.png	re	0.67
mly_1646885492813626_000.png	04Zkih	0.49
mly_1646885492813626_001.png	MIC OFF /NU	0.87
mly_164709175880299_001.png	MIC OFF /NU	0.75
mly_1648429132024858_000.png	DPD	1.00
mly_1648429132024858_001.png	Paketna Dostava	0.93
mly_1648528392356134_000.png	Auto-0008b	0.65
mly_1648528392356134_002.png	2024	0.99
mly_1648528392356134_003.png	00	0.73
mly_1648528392356134_004.png	09710	0.73
mly_1648528392356134_005.png	48:39	0.63
mly_1648528392356134_006.png	knh	0.62
mly_1648528392356134_007.png	HIC OFF	0.73
mly_1648528392356134_009.png	FHD	1.00
mly_1648528392356134_010.png	Reljevo	0.93
mly_1648528392356134_011.png	Perebo	0.46
mly_164888272141254_000.png	C	0.80
mly_164888272141254_001.png	2	0.84
mly_164976055633090_000.png	MIC OFF /NU	0.43
mly_1650676649558558_000.png	Tai	0.92
mly_1652975041576559_000.png	TRON	0.88
mly_1652975041576559_001.png	INFORWIA	0.54
mly_165306955511188_002.png	S1	0.63
mly_165306955511188_004.png	nosi	0.40
mly_165458615509391_002.png	MIC OFF /NU	0.75
mly_1655722858331409_000.png	Cax	0.41
mly_1656187318810022_000.png	40	1.00
mly_165625405768117_000.png	eli	0.82
mly_1656854609035246_000.png	AOr	0.58
mly_1660226304374650_001.png	9Nz	0.42
mly_166106865516241_000.png	FAST FooD	0.52
mly_166106865516241_001.png	PA SA	0.52
mly_166106865516241_002.png	Tomato	0.74
mly_1661075974918660_000.png	Ro	0.43
mly_1661501861444235_000.png	HISTOKY	0.68
mly_1661948257334207_000.png	2021	1.00
mly_1661948257334207_001.png	05-14 16:09: 17	0.60
mly_1661948257334207_003.png	HDR	1.00
mly_1662456981234828_002.png	061kih	0.79
mly_1662456981234828_003.png	MIC OFF /NU	0.71
mly_1662456981234828_007.png	Tonus	0.95
mly_1662499493960990_000.png	ŠKOLA	1.00
mly_1662499493960990_001.png	SKOLA	0.55
mly_166306025424632_000.png	MIC OFF /NU	0.77
mly_166387718750369_000.png	MIC OFF /NU	0.67
mly_1664867750369027_002.png	AUU	0.61
mly_1664867750369027_003.png	BOBIS	0.99
mly_1666695514746398_001.png	1	0.68
mly_1666695514746398_002.png	cast	0.89
mly_1669213313936602_001.png	MIC OFF /NU	0.60
mly_167024132931247_000.png	P	0.96
mly_167024132931247_001.png	12	0.49
mly_167024132931247_003.png	0	0.84
mly_167043598653369_000.png	Coloseum Club	0.96
mly_1671718436541977_002.png	TISAK	0.78
mly_1671718436541977_003.png	KFC	1.00
mly_1671718436541977_005.png	Grecr	0.73
mly_1671718436541977_007.png	mig	0.74
mly_1671718436541977_009.png	KONZUM	1.00
mly_1671718436541977_010.png	KONZUH	0.72
mly_1671718436541977_011.png	Iarmacia	0.81
mly_1671718436541977_012.png	cican	0.54
mly_1671920326827824_000.png	omlinar	0.98
mly_1671995493491750_000.png	budite	0.81
mly_1673074600140149_000.png	Y	0.63
mly_1673074600140149_002.png	(	0.49
mly_1675660546592518_005.png	COPY	0.74
mly_1675660546592518_006.png	PRINT	0.68
mly_1675660546592518_007.png	COLOR	0.95
mly_1675660546592518_008.png	PRINI	0.61
mly_1675660546592518_009.png	UVEZI	0.91
mly_1675660546592518_011.png	MEHKI -	0.52
mly_1675660546592518_015.png	SPIRALNI	0.83
mly_1675744452998493_000.png	5om	0.41
mly_167638868622686_000.png	woG	0.46
mly_167638868622686_003.png	GIARHIV	0.89
mly_1677482016426392_000.png	dm	0.98
mly_1677482016426392_002.png	našoj prirodi	0.97
mly_1677482016426392_003.png	ank Intemational	0.55
mly_1679398122269363_001.png	Box	0.46
mly_1680413796075275_000.png	PROSTOR	0.99
mly_1680628232140502_000.png	2	0.60
mly_1682419885879804_001.png	FACE	0.48
mly_1682844922871526_001.png	ptotim	1.00
mly_1682844922871526_003.png	Optotim	0.83
mly_1683114408858717_001.png	Mobitela	0.42
mly_168344181843109_006.png	'predaje	0.73
mly_168393921878013_000.png	uregdzinica	0.97
mly_1684713275796774_000.png	40	1.00
mly_1685880648906501_000.png	0Z6kmh	0.49
mly_1685880648906501_001.png	MIC OFF /NU	0.77
mly_168590856197439_000.png	2023/04/08	1.00
mly_168590856197439_001.png	10:40:33	0.89
mly_168713595253863_000.png	Pegaz	0.75
